area,ticket_date,waste_type,net_weight_kg,temperature (C),humidity (%),Holiday,,
Boralesgamuwa UC,09/02/2018,MSW,19510,26.67,68.26,0,,
Boralesgamuwa UC,10/02/2018,MSW,12770,27.88,65.41,0,,
Boralesgamuwa UC,11/02/2018,MSW,15340,27.3,91.23,0,,
Boralesgamuwa UC,12/02/2018,MSW,13980,32.55,86.25,0,,
Boralesgamuwa UC,13/02/2018,MSW,28440,26.51,71.15,1,,
Boralesgamuwa UC,14/02/2018,MSW,30770,28.2,83.8,0,,
Boralesgamuwa UC,15/02/2018,MSW,32440,25.3,60.76,0,,
Boralesgamuwa UC,16/02/2018,MSW,28870,24.46,62,0,,
Boralesgamuwa UC,17/02/2018,MSW,24840,32.64,61.38,0,,
Boralesgamuwa UC,18/02/2018,MSW,15200,24,71.27,0,,
Boralesgamuwa UC,19/02/2018,MSW,23700,29.56,73.24,0,,
Boralesgamuwa UC,20/02/2018,MSW,33010,26.95,92.84,0,,
Boralesgamuwa UC,21/02/2018,MSW,23130,27.62,64.57,0,,
Boralesgamuwa UC,22/02/2018,MSW,32510,31.68,81.77,0,,
Boralesgamuwa UC,23/02/2018,MSW,18580,30.5,81.47,0,,
Boralesgamuwa UC,24/02/2018,MSW,22440,26.77,78.23,0,,
Boralesgamuwa UC,25/02/2018,MSW,20140,29.26,83.36,0,,
Boralesgamuwa UC,26/02/2018,MSW,19460,29.18,66.86,0,,
Boralesgamuwa UC,27/02/2018,MSW,16290,30.25,64.37,0,,
Boralesgamuwa UC,28/02/2018,MSW,9050,23.27,85.13,0,,
Boralesgamuwa UC,01/03/2018,MSW,30500,23.27,94.87,1,,
Boralesgamuwa UC,02/03/2018,MSW,21880,23.58,68.4,0,,
Boralesgamuwa UC,03/03/2018,MSW,28160,30.29,73.49,0,,
Boralesgamuwa UC,04/03/2018,MSW,20190,32.66,85.51,0,,
Boralesgamuwa UC,05/03/2018,MSW,35290,28.03,67.1,0,,
Boralesgamuwa UC,06/03/2018,MSW,34450,25.19,65.94,0,,
Boralesgamuwa UC,07/03/2018,MSW,15140,23.22,60.36,0,,
Boralesgamuwa UC,08/03/2018,MSW,8030,23.29,66.65,0,,
Boralesgamuwa UC,09/03/2018,MSW,12290,30.9,92.27,0,,
Boralesgamuwa UC,10/03/2018,MSW,24850,30.96,79.29,0,,
Boralesgamuwa UC,11/03/2018,MSW,32510,31.54,71.28,0,,
Boralesgamuwa UC,12/03/2018,MSW,16580,24.02,72.26,0,,
Boralesgamuwa UC,13/03/2018,MSW,31000,27.61,88.05,0,,
Boralesgamuwa UC,14/03/2018,MSW,43480,32.51,63.26,0,,
Boralesgamuwa UC,15/03/2018,MSW,29270,23.88,89.92,0,,
Boralesgamuwa UC,16/03/2018,MSW,19710,23.62,78.77,0,,
Boralesgamuwa UC,17/03/2018,MSW,27360,24.84,91.56,0,,
Boralesgamuwa UC,18/03/2018,MSW,14660,30.54,83.65,0,,
Boralesgamuwa UC,19/03/2018,MSW,20590,29.72,84.07,0,,
Boralesgamuwa UC,20/03/2018,MSW,26370,23,86.33,0,,
Boralesgamuwa UC,21/03/2018,MSW,27640,28.98,76.66,0,,
Boralesgamuwa UC,22/03/2018,MSW,27560,32.08,94.35,0,,
Boralesgamuwa UC,23/03/2018,MSW,29970,31.21,64.6,0,,
Boralesgamuwa UC,24/03/2018,MSW,18740,30.03,84.79,0,,
Boralesgamuwa UC,25/03/2018,MSW,11670,27.47,72.94,0,,
Boralesgamuwa UC,26/03/2018,MSW,16130,23.05,80.02,0,,
Boralesgamuwa UC,26/03/2018,MSW,16130,23.05,80.02,0,,
Boralesgamuwa UC,28/03/2018,MSW,15860,23.35,75.66,0,,
Boralesgamuwa UC,29/03/2018,MSW,15390,25.23,77.96,0,,
Boralesgamuwa UC,30/03/2018,MSW,9310,28.58,78.13,1,,
Boralesgamuwa UC,31/03/2018,MSW,14830,26.27,91.52,1,,
Boralesgamuwa UC,01/04/2018,MSW,14830,26.27,91.52,0,,
Boralesgamuwa UC,02/04/2018,MSW,11630,32.76,90.55,0,,
Boralesgamuwa UC,03/04/2018,MSW,20130,27.12,87.03,0,,
Boralesgamuwa UC,04/04/2018,MSW,22630,32.25,62.85,0,,
Boralesgamuwa UC,05/04/2018,MSW,35880,31.01,88.59,0,,
Boralesgamuwa UC,06/04/2018,MSW,23840,28.08,73.3,0,,
Boralesgamuwa UC,07/04/2018,MSW,24020,27.83,88.74,0,,
Boralesgamuwa UC,08/04/2018,MSW,28100,31.91,65.07,0,,
Boralesgamuwa UC,09/04/2018,MSW,12730,27.32,86.44,0,,
Boralesgamuwa UC,10/04/2018,MSW,16760,31.53,72.94,0,,
Boralesgamuwa UC,11/04/2018,MSW,21920,29.05,65.84,0,,
Boralesgamuwa UC,12/04/2018,MSW,9420,26.56,71.79,0,,
Boralesgamuwa UC,13/04/2018,MSW,40270,32.02,63.52,1,,
Boralesgamuwa UC,14/04/2018,MSW,6800,24.06,72.87,1,,
Boralesgamuwa UC,15/04/2018,MSW,8930,30.04,69.35,0,,
Boralesgamuwa UC,16/04/2018,MSW,18420,25.66,89.97,0,,
Boralesgamuwa UC,17/04/2018,MSW,25370,25.66,84.95,0,,
Boralesgamuwa UC,18/04/2018,MSW,17490,30.99,83.77,0,,
Boralesgamuwa UC,19/04/2018,MSW,37500,31.02,86.72,0,,
Boralesgamuwa UC,20/04/2018,MSW,40160,31.55,66.55,0,,
Boralesgamuwa UC,21/04/2018,MSW,20150,24.6,60.65,0,,
Boralesgamuwa UC,22/04/2018,MSW,8730,23.07,82.37,0,,
Boralesgamuwa UC,23/04/2018,MSW,22400,24.61,76.62,0,,
Boralesgamuwa UC,24/04/2018,MSW,43970,31.79,93.81,0,,
Boralesgamuwa UC,25/04/2018,MSW,32210,32.28,75.15,0,,
Boralesgamuwa UC,26/04/2018,MSW,38090,32.95,61.59,0,,
Boralesgamuwa UC,27/04/2018,MSW,34660,28.55,88.43,0,,
Boralesgamuwa UC,28/04/2018,MSW,23810,26.25,68.26,0,,
Boralesgamuwa UC,29/04/2018,MSW,19340,28.55,90.41,1,,
Boralesgamuwa UC,30/04/2018,MSW,25180,29.05,68.97,1,,
Boralesgamuwa UC,01/05/2018,MSW,25181,30.05,69.97,1,,
Boralesgamuwa UC,02/05/2018,MSW,28440,31.32,60.24,0,,
Boralesgamuwa UC,03/05/2018,MSW,26650,23.58,92.23,0,,
Boralesgamuwa UC,04/05/2018,MSW,27800,29.3,61.33,0,,
Boralesgamuwa UC,05/05/2018,MSW,30810,30.72,68.09,0,,
Boralesgamuwa UC,06/05/2018,MSW,11450,27.73,73.6,0,,
Boralesgamuwa UC,07/05/2018,MSW,12440,32.56,66.34,1,,
Boralesgamuwa UC,08/05/2018,MSW,12290,26.1,66.74,0,,
Boralesgamuwa UC,09/05/2018,MSW,14090,25.18,70.42,0,,
Boralesgamuwa UC,10/05/2018,MSW,18950,26.78,76.76,0,,
Boralesgamuwa UC,11/05/2018,MSW,5730,25.29,73.57,0,,
Boralesgamuwa UC,12/05/2018,MSW,24530,32.75,62.52,0,,
Boralesgamuwa UC,13/05/2018,MSW,14770,31.57,80.36,0,,
Boralesgamuwa UC,14/05/2018,MSW,20700,27.19,67.58,0,,
Boralesgamuwa UC,15/05/2018,MSW,31790,29.29,83.38,0,,
Boralesgamuwa UC,16/05/2018,MSW,37370,29.25,81.65,0,,
Boralesgamuwa UC,17/05/2018,MSW,34290,26.91,90.85,0,,
Boralesgamuwa UC,18/05/2018,MSW,27870,31.11,87.43,0,,
Boralesgamuwa UC,19/05/2018,MSW,38280,31.58,85.93,0,,
Boralesgamuwa UC,20/05/2018,MSW,12470,25.89,93.22,0,,
Boralesgamuwa UC,21/05/2018,MSW,38700,25.05,71.58,0,,
Boralesgamuwa UC,22/05/2018,MSW,27700,24.33,67.36,0,,
Boralesgamuwa UC,23/05/2018,MSW,38200,23.53,75.27,0,,
Boralesgamuwa UC,24/05/2018,MSW,35150,32.5,61.94,0,,
Boralesgamuwa UC,25/05/2018,MSW,34840,23.68,89.51,0,,
Boralesgamuwa UC,26/05/2018,MSW,23140,28.43,63.38,0,,
Boralesgamuwa UC,27/05/2018,MSW,31080,32.03,80.75,0,,
Boralesgamuwa UC,28/05/2018,MSW,16580,24.72,76.63,0,,
Boralesgamuwa UC,29/05/2018,MSW,22590,28.73,79.82,1,,
Boralesgamuwa UC,30/05/2018,MSW,34190,31.27,73.24,0,,
Boralesgamuwa UC,31/05/2018,MSW,45780,29.85,86.84,0,,
Boralesgamuwa UC,01/06/2018,MSW,45781,30.85,87.84,0,,
Boralesgamuwa UC,02/06/2018,MSW,36480,29.88,77.15,0,,
Boralesgamuwa UC,03/06/2018,MSW,20790,32.57,91.41,0,,
Boralesgamuwa UC,04/06/2018,MSW,21850,32.46,81.58,0,,
Boralesgamuwa UC,05/06/2018,MSW,13910,27.18,66.13,0,,
Boralesgamuwa UC,06/06/2018,MSW,35710,32.25,68.9,0,,
Boralesgamuwa UC,07/06/2018,MSW,20370,30.19,69.5,0,,
Boralesgamuwa UC,08/06/2018,MSW,10210,31.58,74.96,0,,
Boralesgamuwa UC,09/06/2018,MSW,18290,32.76,77.82,0,,
Boralesgamuwa UC,10/06/2018,MSW,9490,24.58,86.64,0,,
Boralesgamuwa UC,11/06/2018,MSW,23980,28.9,67.54,0,,
Boralesgamuwa UC,12/06/2018,MSW,15930,27.66,69.46,0,,
Boralesgamuwa UC,13/06/2018,MSW,50780,30.98,94.87,0,,
Boralesgamuwa UC,14/06/2018,MSW,35530,31.74,74.9,0,,
Boralesgamuwa UC,15/06/2018,MSW,35210,31.38,68.78,1,,
Boralesgamuwa UC,16/06/2018,MSW,21510,32.45,61.82,0,,
Boralesgamuwa UC,17/06/2018,MSW,26650,24.66,91.62,0,,
Boralesgamuwa UC,18/06/2018,MSW,15290,32.75,76.79,0,,
Boralesgamuwa UC,19/06/2018,MSW,14790,32.03,80.74,0,,
Boralesgamuwa UC,20/06/2018,MSW,21080,27.92,78.51,0,,
Boralesgamuwa UC,21/06/2018,MSW,18590,29.1,60.49,0,,
Boralesgamuwa UC,22/06/2018,MSW,20760,32.52,66.84,0,,
Boralesgamuwa UC,23/06/2018,MSW,29790,31.61,92.51,0,,
Boralesgamuwa UC,24/06/2018,MSW,16400,31.01,63.94,0,,
Boralesgamuwa UC,25/06/2018,MSW,19270,32.74,91.76,0,,
Boralesgamuwa UC,26/06/2018,MSW,19950,29.62,94.58,0,,
Boralesgamuwa UC,27/06/2018,MSW,26780,27.91,69.06,1,,
Boralesgamuwa UC,28/06/2018,MSW,24180,31.8,86.7,1,,
Boralesgamuwa UC,29/06/2018,MSW,13490,28.03,90.54,0,,
Boralesgamuwa UC,30/06/2018,MSW,32520,24.11,85.57,0,,
Boralesgamuwa UC,01/07/2018,MSW,32520,24.11,85.57,0,,
Boralesgamuwa UC,02/07/2018,MSW,31990,31.61,67.09,0,,
Boralesgamuwa UC,03/07/2018,MSW,33490,29.77,90.27,0,,
Boralesgamuwa UC,04/07/2018,MSW,34250,31.24,94.78,0,,
Boralesgamuwa UC,05/07/2018,MSW,20780,25.98,79.66,0,,
Boralesgamuwa UC,06/07/2018,MSW,18700,23.55,89.11,0,,
Boralesgamuwa UC,07/07/2018,MSW,21140,30.71,78.66,0,,
Boralesgamuwa UC,08/07/2018,MSW,12080,24.18,84.92,0,,
Boralesgamuwa UC,09/07/2018,MSW,14100,29.01,77.17,0,,
Boralesgamuwa UC,10/07/2018,MSW,16490,25.95,94.34,0,,
Boralesgamuwa UC,11/07/2018,MSW,22430,30.72,74.5,0,,
Boralesgamuwa UC,12/07/2018,MSW,10580,31.85,77.55,0,,
Boralesgamuwa UC,13/07/2018,MSW,14860,24.21,89.48,0,,
Boralesgamuwa UC,14/07/2018,MSW,31220,25.82,70.39,0,,
Boralesgamuwa UC,15/07/2018,MSW,21410,24.26,84.11,0,,
Boralesgamuwa UC,16/07/2018,MSW,9660,26.6,60.14,0,,
Boralesgamuwa UC,17/07/2018,MSW,15090,32.25,65.21,0,,
Boralesgamuwa UC,18/07/2018,MSW,29510,25.74,90.78,0,,
Boralesgamuwa UC,19/07/2018,MSW,9400,25.29,68.54,0,,
Boralesgamuwa UC,20/07/2018,MSW,18550,24.19,67.5,0,,
Boralesgamuwa UC,21/07/2018,MSW,28690,26.64,60.49,0,,
Boralesgamuwa UC,22/07/2018,MSW,14270,24.28,62.11,0,,
Boralesgamuwa UC,23/07/2018,MSW,15710,28.39,60.69,0,,
Boralesgamuwa UC,24/07/2018,MSW,14020,30.32,80.29,0,,
Boralesgamuwa UC,25/07/2018,MSW,19170,31.93,74.18,0,,
Boralesgamuwa UC,26/07/2018,MSW,10290,23.62,74.97,0,,
Boralesgamuwa UC,27/07/2018,MSW,10600,29.74,63.07,1,,
Boralesgamuwa UC,28/07/2018,MSW,22800,26.92,74.02,0,,
Boralesgamuwa UC,29/07/2018,MSW,16750,31.63,74.82,0,,
Boralesgamuwa UC,30/07/2018,MSW,10840,26.71,85.88,0,,
Boralesgamuwa UC,31/07/2018,MSW,19170,26.27,72.4,0,,
Boralesgamuwa UC,01/08/2018,MSW,19171,27.27,73.4,0,,
Boralesgamuwa UC,02/08/2018,MSW,20420,27.07,67.54,0,,
Boralesgamuwa UC,03/08/2018,MSW,29010,23.29,93.84,0,,
Boralesgamuwa UC,04/08/2018,MSW,20540,28.14,68.54,0,,
Boralesgamuwa UC,05/08/2018,MSW,26570,30.91,74.7,0,,
Boralesgamuwa UC,06/08/2018,MSW,14790,25.23,88.64,0,,
Boralesgamuwa UC,07/08/2018,MSW,21230,24.64,94.81,0,,
Boralesgamuwa UC,08/08/2018,MSW,10750,26.42,79,0,,
Boralesgamuwa UC,09/08/2018,MSW,17030,26.45,70.46,0,,
Boralesgamuwa UC,10/08/2018,MSW,19370,23.3,77.08,0,,
Boralesgamuwa UC,11/08/2018,MSW,7830,29.98,79.12,0,,
Boralesgamuwa UC,12/08/2018,MSW,26520,29.44,80.07,0,,
Boralesgamuwa UC,13/08/2018,MSW,14820,29.87,77.95,0,,
Boralesgamuwa UC,14/08/2018,MSW,9940,25.58,78.49,0,,
Boralesgamuwa UC,15/08/2018,MSW,25060,25.94,75.31,0,,
Boralesgamuwa UC,16/08/2018,MSW,17240,27.08,74.38,0,,
Boralesgamuwa UC,17/08/2018,MSW,4730,29.76,67.01,0,,
Boralesgamuwa UC,18/08/2018,MSW,29410,28.85,72.93,0,,
Boralesgamuwa UC,19/08/2018,MSW,16670,30.03,81.34,0,,
Boralesgamuwa UC,20/08/2018,MSW,9150,28.84,94.13,0,,
Boralesgamuwa UC,21/08/2018,MSW,17080,27.8,87.13,0,,
Boralesgamuwa UC,22/08/2018,MSW,17440,28.39,89.03,1,,
Boralesgamuwa UC,23/08/2018,MSW,19310,29.1,71.79,0,,
Boralesgamuwa UC,24/08/2018,MSW,15850,27.6,68.12,0,,
Boralesgamuwa UC,25/08/2018,MSW,16500,30.06,62.71,1,,
Boralesgamuwa UC,26/08/2018,MSW,14560,32.72,76.32,0,,
Boralesgamuwa UC,27/08/2018,MSW,10850,29.55,66.06,0,,
Boralesgamuwa UC,28/08/2018,MSW,18560,29.02,85.27,0,,
Boralesgamuwa UC,29/08/2018,MSW,29780,24.4,66.65,0,,
Boralesgamuwa UC,30/08/2018,MSW,15010,23.92,84.03,0,,
Boralesgamuwa UC,31/08/2018,MSW,16180,26.37,78.65,0,,
Boralesgamuwa UC,01/09/2018,MSW,16180,26.37,78.65,0,,
Boralesgamuwa UC,02/09/2018,MSW,33220,26.71,84.86,0,,
Boralesgamuwa UC,03/09/2018,MSW,18730,28.52,91.64,0,,
Boralesgamuwa UC,04/09/2018,MSW,27070,30.31,91.42,0,,
Boralesgamuwa UC,05/09/2018,MSW,29660,25.38,84.34,0,,
Boralesgamuwa UC,06/09/2018,MSW,11150,26.47,90.89,0,,
Boralesgamuwa UC,07/09/2018,MSW,15580,28.66,76.53,0,,
Boralesgamuwa UC,08/09/2018,MSW,15220,27.3,78.56,0,,
Boralesgamuwa UC,09/09/2018,MSW,11980,29.94,66.92,0,,
Boralesgamuwa UC,10/09/2018,MSW,23280,32.6,77.43,0,,
Boralesgamuwa UC,11/09/2018,MSW,6210,32.73,65.97,0,,
Boralesgamuwa UC,12/09/2018,MSW,17010,30.64,89.66,0,,
Boralesgamuwa UC,13/09/2018,MSW,14230,25.06,71.4,0,,
Boralesgamuwa UC,14/09/2018,MSW,9890,26.94,86.68,0,,
Boralesgamuwa UC,15/09/2018,MSW,20050,28.57,78.68,0,,
Boralesgamuwa UC,16/09/2018,MSW,12900,24.58,94.74,0,,
Boralesgamuwa UC,17/09/2018,MSW,12840,24.14,88.68,0,,
Boralesgamuwa UC,18/09/2018,MSW,15960,25.49,89.8,0,,
Boralesgamuwa UC,19/09/2018,MSW,33200,25.42,67.86,0,,
Boralesgamuwa UC,20/09/2018,MSW,11650,30.91,90.08,0,,
Boralesgamuwa UC,21/09/2018,MSW,17460,25.96,84.26,0,,
Boralesgamuwa UC,22/09/2018,MSW,24160,26.14,70.46,0,,
Boralesgamuwa UC,23/09/2018,MSW,17310,25.21,81.99,0,,
Boralesgamuwa UC,24/09/2018,MSW,6120,28.85,64.19,1,,
Boralesgamuwa UC,25/09/2018,MSW,5480,28.39,66.39,0,,
Boralesgamuwa UC,26/09/2018,MSW,29900,23.43,66.5,0,,
Boralesgamuwa UC,27/09/2018,MSW,12370,24.88,72.9,0,,
Boralesgamuwa UC,28/09/2018,MSW,13130,23.5,82.99,0,,
Boralesgamuwa UC,29/09/2018,MSW,19100,32.03,63.23,0,,
Boralesgamuwa UC,30/09/2018,MSW,22710,32.22,85.75,0,,
Boralesgamuwa UC,01/10/2018,MSW,31000,28.49,63.29,0,,
Boralesgamuwa UC,02/10/2018,MSW,9680,28.19,91.26,0,,
Boralesgamuwa UC,03/10/2018,MSW,18360,28.94,74.1,0,,
Boralesgamuwa UC,04/10/2018,MSW,28770,28.86,83.46,0,,
Boralesgamuwa UC,05/10/2018,MSW,31670,25.96,68.73,0,,
Boralesgamuwa UC,06/10/2018,MSW,20300,25.06,67.59,0,,
Boralesgamuwa UC,07/10/2018,MSW,10110,31.26,85.32,0,,
Boralesgamuwa UC,08/10/2018,MSW,17710,32.66,80.65,0,,
Boralesgamuwa UC,09/10/2018,MSW,10070,23.5,72.26,0,,
Boralesgamuwa UC,10/10/2018,MSW,37010,29.01,77.03,0,,
Boralesgamuwa UC,11/10/2018,MSW,25720,31.89,91.02,0,,
Boralesgamuwa UC,12/10/2018,MSW,10540,24.13,81.96,0,,
Boralesgamuwa UC,13/10/2018,MSW,20510,24.97,71.86,0,,
Boralesgamuwa UC,14/10/2018,MSW,21460,24.76,68.12,0,,
Boralesgamuwa UC,15/10/2018,MSW,13180,29.18,90.64,0,,
Boralesgamuwa UC,16/10/2018,MSW,13250,24,66.6,0,,
Boralesgamuwa UC,17/10/2018,MSW,20070,32.5,64.41,0,,
Boralesgamuwa UC,18/10/2018,MSW,21330,24.15,69.8,0,,
Boralesgamuwa UC,19/10/2018,MSW,10010,24.6,71.43,0,,
Boralesgamuwa UC,20/10/2018,MSW,33470,32.1,78.86,0,,
Boralesgamuwa UC,21/10/2018,MSW,12240,32.36,94.42,0,,
Boralesgamuwa UC,22/10/2018,MSW,10190,31.56,66.17,0,,
Boralesgamuwa UC,23/10/2018,MSW,19580,28.94,82.55,0,,
Boralesgamuwa UC,24/10/2018,MSW,29620,29.3,73.21,1,,
Boralesgamuwa UC,25/10/2018,MSW,18980,29.82,93.53,0,,
Boralesgamuwa UC,26/10/2018,MSW,18520,24.03,70.91,0,,
Boralesgamuwa UC,27/10/2018,MSW,21920,24.32,63.15,0,,
Boralesgamuwa UC,28/10/2018,MSW,16000,23.41,67.93,0,,
Boralesgamuwa UC,29/10/2018,MSW,15950,27.59,94.59,0,,
Boralesgamuwa UC,30/10/2018,MSW,8140,28.66,92.98,0,,
Boralesgamuwa UC,31/10/2018,MSW,31440,24.45,73.58,0,,
Boralesgamuwa UC,01/11/2018,MSW,36540,25.16,60.55,0,,
Boralesgamuwa UC,02/11/2018,MSW,4000,30.97,71.41,0,,
Boralesgamuwa UC,03/11/2018,MSW,9420,29.82,83.26,0,,
Boralesgamuwa UC,04/11/2018,MSW,38110,29.43,80.16,0,,
Boralesgamuwa UC,05/11/2018,MSW,31530,25.11,88.96,0,,
Boralesgamuwa UC,06/11/2018,MSW,12780,26.5,73.23,1,,
Boralesgamuwa UC,07/11/2018,MSW,20390,30.62,91.75,0,,
Boralesgamuwa UC,08/11/2018,MSW,29930,28.38,61.19,0,,
Boralesgamuwa UC,09/11/2018,MSW,16690,31.66,94.77,0,,
Boralesgamuwa UC,10/11/2018,MSW,18710,30.59,86.9,0,,
Boralesgamuwa UC,11/11/2018,MSW,12750,23.11,67.81,0,,
Boralesgamuwa UC,12/11/2018,MSW,17930,28.71,63.65,0,,
Boralesgamuwa UC,13/11/2018,MSW,16620,30.75,88,0,,
Boralesgamuwa UC,14/11/2018,MSW,35670,31.8,66.07,0,,
Boralesgamuwa UC,15/11/2018,MSW,23480,29.31,77.82,0,,
Boralesgamuwa UC,16/11/2018,MSW,13700,31.85,71.32,0,,
Boralesgamuwa UC,17/11/2018,MSW,15870,29.33,84.75,0,,
Boralesgamuwa UC,18/11/2018,MSW,15170,32.97,87.05,0,,
Boralesgamuwa UC,19/11/2018,MSW,9010,31.98,72.64,0,,
Boralesgamuwa UC,20/11/2018,MSW,17180,30.1,66.43,1,,
Boralesgamuwa UC,21/11/2018,MSW,26540,24.17,84.98,0,,
Boralesgamuwa UC,22/11/2018,MSW,20640,29.5,80.22,1,,
Boralesgamuwa UC,23/11/2018,MSW,8120,28.45,94.56,0,,
Boralesgamuwa UC,24/11/2018,MSW,19960,26.59,61.49,0,,
Boralesgamuwa UC,25/11/2018,MSW,22420,27.88,88.69,0,,
Boralesgamuwa UC,26/11/2018,MSW,16200,31.75,73.5,0,,
Boralesgamuwa UC,27/11/2018,MSW,14790,24,94.76,0,,
Boralesgamuwa UC,28/11/2018,MSW,25080,31.27,89.74,0,,
Boralesgamuwa UC,29/11/2018,MSW,16350,31.43,84.61,0,,
Boralesgamuwa UC,30/11/2018,MSW,13260,23.99,66.5,0,,
Boralesgamuwa UC,01/12/2018,MSW,13260,23.99,66.5,0,,
Boralesgamuwa UC,02/12/2018,MSW,16880,24.59,94.97,0,,
Boralesgamuwa UC,03/12/2018,MSW,20320,32.03,80.97,0,,
Boralesgamuwa UC,04/12/2018,MSW,47610,23.62,67.27,0,,
Boralesgamuwa UC,05/12/2018,MSW,23570,32.97,86.5,0,,
Boralesgamuwa UC,06/12/2018,MSW,23030,32.77,84.9,0,,
Boralesgamuwa UC,07/12/2018,MSW,21030,28.93,76.45,0,,
Boralesgamuwa UC,08/12/2018,MSW,13540,29.65,83.57,0,,
Boralesgamuwa UC,09/12/2018,MSW,24870,23.49,93.46,0,,
Boralesgamuwa UC,10/12/2018,MSW,10420,27.97,93.59,0,,
Boralesgamuwa UC,11/12/2018,MSW,19770,26.5,84.36,0,,
Boralesgamuwa UC,12/12/2018,MSW,2420,32.76,79.64,0,,
Boralesgamuwa UC,13/12/2018,MSW,2421,33.76,80.64,0,,
Boralesgamuwa UC,14/12/2018,MSW,2422,34.76,81.64,0,,
Boralesgamuwa UC,15/12/2018,MSW,28100,32.42,67.9,0,,
Boralesgamuwa UC,16/12/2018,MSW,8820,32.91,60.32,0,,
Boralesgamuwa UC,17/12/2018,MSW,16150,25.34,77.2,0,,
Boralesgamuwa UC,18/12/2018,MSW,11820,32.61,74.88,0,,
Boralesgamuwa UC,19/12/2018,MSW,24510,24.29,94.2,0,,
Boralesgamuwa UC,20/12/2018,MSW,18270,32.38,85.31,0,,
Boralesgamuwa UC,21/12/2018,MSW,16830,28.88,81.58,0,,
Boralesgamuwa UC,22/12/2018,MSW,19480,31.09,67.79,1,,
Boralesgamuwa UC,23/12/2018,MSW,22110,23.82,62.92,0,,
Boralesgamuwa UC,24/12/2018,MSW,16020,32.78,94.82,0,,
Boralesgamuwa UC,25/12/2018,MSW,20210,32.84,60.25,1,,
Boralesgamuwa UC,26/12/2018,MSW,37800,27.95,88.79,0,,
Boralesgamuwa UC,27/12/2018,MSW,14520,23.72,90.31,0,,
Boralesgamuwa UC,28/12/2018,MSW,17900,31.59,93.65,0,,
Boralesgamuwa UC,29/12/2018,MSW,24390,32.3,67.21,0,,
Boralesgamuwa UC,30/12/2018,MSW,18960,26.97,84.46,0,,
Boralesgamuwa UC,31/12/2018,MSW,40420,27.2,92.02,0,,
